x,y,z
0.0,0.0,0.0
0.010100354201925649,5.084430498123493e-05,4.672198375097152e-05
0.020196992340835017,0.00020270070728265662,0.00016974051201183092
0.030286717543803555,0.00045457061072894144,0.00034344459332920433
0.0403667214448121,0.0008054774855198348,0.0005424626123582265
0.050434392119829814,0.0012544674797780129,0.0007417728945083496
0.060487128981562936,0.0018006100223864265,0.0009168102483986698
0.07052216773501811,0.002442998416363925,0.001043570290657377
0.08053641830584429,0.003180750421350156,0.001098713122014406
0.0905263184542486,0.004013008822725985,0.0010596676072841076
0.10048770557216245,0.004938941983555864,0.0009047371283395379
0.11041570892311656,0.005957744373986271,0.0006132072439968292
0.12030466431545432,0.007068637071059481,0.00016545522093770287
0.13014805289306086,0.00827086822019876,-0.0004569390861553613
0.13993846537805643,0.0095637134479845,-0.0012710820097316825
0.1496675927033944,0.010946476214362013,-0.0022926559635789785
0.15932624352935648,0.012418488091184256,-0.0035358123358707806
0.16890438864926915,0.01397910895306799,-0.005013069614046472
0.17839123176279553,0.01562772706598504,-0.006735219247067705
0.18777530554010796,0.017363759058855555,-0.008711241926794245
0.19704459133096575,0.019186649763668497,-0.01094823703749049
0.20618666030624608,0.02109587191031078,-0.013451367972134733
0.21518883327531504,0.02309092566329656,-0.016223825842180472
0.22403835592183108,0.025171337988881944,-0.019266813814768427
0.23272258576460342,0.02733666184253059,-0.022579553904601226
0.24122918679958583,0.029586475168241668,-0.026159317538724487
0.24954632753243763,0.03192037970272564,-0.030001480618449365
0.25766287798339266,0.03433799957866416,-0.03409960314533029
0.26556860124799303,0.036838979722162435,-0.038445532782888564
0.2732543353337238,0.039422984039843345,-0.04302953102057564
0.28071216126288095,0.04208969339070158,-0.04784041992036763
0.28793555382905,0.04483880333671193,-0.05286574678809171
0.2949195119052095,0.04767002166417671,-0.0580919635479539
0.30166066580699075,0.050583065664842615,-0.06350461713329944
0.30815735989164944,0.05357765916190174,-0.069088546858357
0.3144097092949773,0.05665352926113706,-0.07482808451799144
0.32041963044577826,0.059810402801753954,-0.08070725288248884
0.3261908457211801,0.0630480024749718,-0.08670995831279849
0.331728863287489,0.06636604257139712,-0.09282017341276241
0.3370409337845254,0.06976422431076924,-0.09902210594711623
0.34213598603415385,0.0732422307001052,-0.10530035067087193
0.3470245443685493,0.0767997208588566,-0.11164002121663605
0.35171863046859086,0.08043632374274198,-0.11802685974843465
0.35623165277141955,0.08415163119177867,-0.12444732268949543
0.360578286548205,0.08794519022307787,-0.13088864144317805
0.3647743476736003,0.09181649448558316,-0.13733885762836395
0.3688366629171449,0.09576497479253775,-0.14378683292325486
0.37278293929799133,0.09978998864849835,-0.15022223413833485
0.3766316346748689,0.10389080869162215,-0.15663549460796425
0.380401831312324,0.10806660997920092,-0.16301775339283672
0.38411311369223855,0.11231645605546926,-0.1693607741188825
0.38778545134680703,0.1166392837560352,-0.17565684554282446
0.39143908699528285,0.12103388672331032,-0.1818986661348119
0.3950944297902861,0.1254988976324605,-0.1880792151116764
0.3987719530369419,0.1300327691579934,-0.1941916124498439
0.40249209535413605,0.13463375374739708,-0.2002289704655882
0.406275163914075,0.13929988231035828,-0.20618423958332277
0.41014123813422554,0.14402894197996208,-0.21205005093076712
0.41411007201256844,0.14881845315564016,-0.21781855841265432
0.418200993198895,0.1536656460959377,-0.2234812829297968
0.42243279688575064,0.15856743739156348,-0.22902896143300525
0.4268236326849899,0.16352040671444534,-0.23445140353386743
0.4313908828305307,0.16852077430501555,-0.23973735843592808
0.43615103031391217,0.17356437972565975,-0.24487439499634261
0.44111951591404375,0.1786466624706908,-0.24984879777240973
0.44631058352156183,0.18376264507947496,-0.2546454819394471
0.45173711367477054,0.18890691944615787,-0.25924792997366275
0.4574104458090708,0.19407363705325814,-0.2636381529615085
0.46334019036313123,0.1992565038734503,-0.26779667930979123
0.46953403256784565,0.20444878068035247,-0.2717025734725906
0.47599753045016036,0.20964328948142152,-0.27533348706651006
0.4827339102916871,0.21483242673083922,-0.27866574440148967
0.4897438634671172,0.22000818389487015,-0.2816744639998021
0.49702534922258385,0.22516217582474862,-0.2843337171044811
0.5045734085100541,0.23028567724200094,-0.28661672348900147
0.5123799944402674,0.23536966745886598,-0.28849608407734306
0.5204338252235633,0.24040488324433346,-0.2899440489792193
0.5287202656067194,0.245381879508172,-0.29093281855806263
0.5372212427595395,0.2502910972168087,-0.2914348741053872
0.5459152022974252,0.25512293768344146,-0.29142333362732453
0.5547771096324099,0.2598678420992791,-0.29087232719633926
0.5637785011205646,0.2645163749036092,-0.2897573853269045
0.5728875885235676,0.2690593093387549,-0.2880558329445594
0.5820694191426605,0.27348771331360355,-0.28574718078017836
0.5912860926415138,0.27779303351790874,-0.28281350548038436
0.6004970340889774,0.2819671755998465,-0.2792398094211458
0.6096593211716981,0.28600257815085095,-0.2750143511776784
0.6187280619069104,0.28989227824201846,-0.27012893786299624
0.6276568175902933,0.29362996633022537,-0.2645791711110467
0.6363980642087709,0.29721002850137856,-0.2583646393460603
0.6449036841995873,0.3006275742413793,-0.2514890501309746
0.6531254793073752,0.3038784482174505,-0.24396029779361902
0.6610156944355325,0.3069592249050967,-0.23579046314541108
0.6685275418518956,0.30986718529773893,-0.2269957438775005
0.6756157149229965,0.31260027537303814,-0.21759631607834942
0.6822368807323319,0.31515704644629405,-0.20761612919342648
0.6883501414856091,0.3175365780002694,-0.1970826385684717
0.6939174555025459,0.31973838402539856,-0.18602648141072883
0.6989040098069822,0.321762304318497,-0.17448110350109555
0.7032785378068739,0.32360838255738955,-0.1624823452367643
