x,y,z
0.0,0.0,0.0
0.010099380975012041,0.0002045447190841895,0.010100219100958168
0.0201896944564594,0.0008198611619605399,0.0201948664393269
0.030263806354517055,0.0018478961726598833,0.03027612780718567
0.04031664537954631,0.0032898193944543765,0.04033382371719142
0.05034511105782308,0.005146017364986891,0.05035553429631116
0.060347934116856995,0.007416092979037135,0.06032675739163344
0.07032548788781061,0.010098869875766811,0.07023109385222834
0.08027955140394116,0.0131924010860097,0.08005045474964533
0.09021302702677973,0.016693981072403462,0.0897652864232398
0.10012961760452184,0.020600160125224046,0.09935481056988531
0.11003347026868318,0.024906759952461423,0.10879727799993585
0.11992879592589559,0.02960888923439858,0.1180702359971519
0.12981947523218057,0.03470095790822634,0.1271508102928114
0.13970866328383563,0.04017668901122625,0.13601600334906114
0.14959840636066532,0.046029127042398206,0.14464301082585096
0.15948928475005428,0.05225064199899996,0.1530095577008611
0.16938009589683775,0.058832928499404975,0.16109425449376766
0.1792675917943135,0.06576699970626276,0.1688769724432499
0.1891462835895082,0.07304317609973233,0.17633923438611654
0.19900832476700075,0.08065106950169838,0.18346461564057773
0.2088434819711867,0.08857956309766231,0.1902391465996523
0.21863919953636812,0.09681678852081414,0.1966517062345112
0.22838076017820913,0.10535010132951211,0.20269439355007424
0.23805154017986727,0.1141660564031695,0.20836286248232647
0.2476333529656422,0.1232503848838888,0.21365660500547273
0.25710687043658126,0.1325879742891879,0.218579167498594
0.26645210713270256,0.14216285330954442,0.22313828679823114
0.2756489484938813,0.15195818258713584,0.2273459348311896
0.28467770151779104,0.16195625246292625,0.23121826417216207
0.29351964422180377,0.17213848830170328,0.23477545109353185
0.30215754970023934,0.18248546359067133,0.238041437374054
0.3105761613280202,0.19297692059445992,0.24104357695375597
0.31876259778554633,0.20359179797803217,0.24381219808471216
0.32670666994282627,0.21430826451762647,0.24638009556659957
0.3344010960154479,0.22510375784167708,0.24878197066086535
0.341841606481649,0.23595502710267388,0.25105383812290927
0.34902693567008763,0.2468381785892726,0.2532324203617889
0.3559587023210205,0.25772872354422066,0.2553545480341703
0.362641186442939,0.2686016278424457,0.2574565845207748
0.36908101414190836,0.2794313636764983,0.25957388893449856
0.3752867655806728,0.2901919639538943,0.2617403288559724
0.38126852370858866,0.3008570806848681,0.2639878502094502
0.38703738286187517,0.31140004917675734,0.26634610790885954
0.39260493681676834,0.32179396029837637,0.2688421574228116
0.39798276549749884,0.3320117433822149,0.2715002044777291
0.40318193844641054,0.34202626244776224,0.27434140791879164
0.40821255151925834,0.3518104283185293,0.27738372937813865
0.4130833112323548,0.36133732884361575,0.2806418228771038
0.417801178894809,0.3705803788125338,0.2841269577580565
0.422371084212031,0.37951349027800246,0.28784696928255954
0.4267957155158587,0.3881112629040628,0.29180623267889627
0.4310753912030199,0.3963491926855066,0.29600565817547536
0.4352080143686362,0.40420389600904083,0.30044270640573023
0.4391891100193542,0.4116533446346497,0.3051114253073321
0.44301194166118124,0.41867710586863255,0.3100025110762458
0.44666770151614976,0.4252565810859095,0.3151033967210083
0.45014576618856506,0.431375234944536,0.3203983721871304
0.4534340073596286,0.4370188072140086,0.32586873983256215
0.45651914514321756,0.4421754991823633,0.33149300823818423
0.45938713020153904,0.4468361271547122,0.33724712599606077
0.46202353971125715,0.45099423660789434,0.34310475534921353
0.4644139718850684,0.4546461720795786,0.34903758351874775
0.46654442405446106,0.45779109976062926,0.35501566743342605
0.4684016403253384,0.4604309819055223,0.36100780556880596
0.4699734164954362,0.4625705044294252,0.36698192889360165
0.47124885218318807,0.4642169612616573,0.372905501667631
0.4722185428255733,0.46538010101551464,0.37874592215283404
0.4728747071844303,0.46607194317341166,0.38447091324687505
0.4732112490632065,0.4663065721643447,0.3900488936301613
0.47322375488406576,0.46609991835859854,0.39544932117816256
0.4729094314308005,0.4654695350983125,0.4006430020301648
0.47226699028168595,0.4644343804427456,0.40560236068622346
0.47129648713913125,0.46301461139433914,0.41030166866928064
0.46999912536195765,0.46123139707745947,0.4147172314784379
0.4683770335250815,0.4591067557774464,0.4188275356222
0.46643302682008103,0.4566634190329619,0.4226133593296027
0.46417036165470676,0.45392472422662256,0.4260578519954395
0.4615924920199039,0.4509145354429572,0.42914658846037784
0.4587028351899021,0.44765719084653277,0.431867604828767
0.45550455322267713,0.4441774735432477,0.4342114226883495
0.4520003556397707,0.4405006018691729,0.4361710683444365
0.44819232767005657,0.4366522343284305,0.43774209306324996
0.4440817875994993,0.4326584839812617,0.43892259939496725
0.43966917610849365,0.42854593695790144,0.4397132774839052
0.4349539800037211,0.4243416699238593,0.44011745394153573
0.42993469244337545,0.42007326171919424,0.4401411544274135
0.42460881157611213,0.4157687950022365,0.43979317962035963
0.4189728794165604,0.4114568445040994,0.43908519282920344
0.4130225627098407,0.40716644939512897,0.4380318161443051
0.40675277744105304,0.40292706822339375,0.43665073081510114
0.400157858475493,0.39876851584896844,0.4349627764923913
0.39323177553283,0.394720882703928,0.4329920431230487
0.3859683962758645,0.39081443749457834,0.4307659486427513
0.37836179671488085,0.38707951507153116,0.4283152951796631
0.370406618384461,0.38354639157550663,0.42567429624691433
0.36209847083997154,0.3802451490865476,0.42288056734236606
0.35343437694821417,0.3772055318441942,0.41997507246243654
0.34441325721359045,0.37445679567044693,0.41700201924384106
0.33503644798840915,0.37202755154442246,0.41400869574966964
