depth,L2_distance
1,0.9892936549444704
2,0.21933036277503437
3,0.096553290939105
4,0.07928738765029023
5,0.05339947190151374
6,0.05098264983863524
7,0.041985449819599806
8,0.04227712128884513
9,0.03955817051564477
10,0.04067669141196813
