depth,L2_distance
1,0.7462227452433046
2,0.3978609062299917
3,0.239653222051035
4,0.19388941561468653
5,0.15930786050617893
6,0.14558075842333862
7,0.13408444376392736
8,0.1288932116182691
9,0.12170768982853677
10,0.12229677914866678
