depth,L2_distance
1,1.09909043559955
2,0.48863445269209055
3,0.28773612569317614
4,0.23222025951613523
5,0.1865537301268559
6,0.1691769160384339
7,0.15685284455351664
8,0.14589089605366276
9,0.13889489790726656
10,0.13889489790726656
