depth,L2_distance
1,0.9975336009331155
2,0.40954891455339903
3,0.19137634220105992
4,0.15562078527608952
5,0.1259703681529292
6,0.11720311079672074
7,0.11462655935257955
8,0.10541686091421677
9,0.1036233432242366
10,0.10485485413950278
