depth,L2_distance
1,0.742140811534753
2,0.3385207881108226
3,0.16711576473808112
4,0.13701111088035997
5,0.1130969841760354
6,0.102538949782829
7,0.09325450018386766
8,0.091438336761928
9,0.08966289017923187
10,0.08966289017923187
