depth,L2_distance
1,2.048330818988654
2,0.2710399028198254
3,0.11293369211937956
4,0.09686470271775155
5,0.06178623383448319
6,0.06038541565424915
7,0.05220252680696626
8,0.04728528500568424
9,0.04813487832039934
10,0.052085653843176524
