depth,L2_distance
1,0.6885557263173487
2,0.3800013368518769
3,0.21662790870410956
4,0.17451703163977828
5,0.14541493925082197
6,0.12904386980793306
7,0.11614343933660438
8,0.11000181035481064
9,0.10965611657178406
10,0.10965611657178406
