x,varphi_3
0.0,0.0
0.010101010101010102,0.0181039569590973
0.020202020202020204,0.0361413921007616
0.030303030303030304,0.054046395881616166
0.04040404040404041,0.07175427768786599
0.05050505050505051,0.08920216130497503
0.06060606060606061,0.10632956373613901
0.07070707070707072,0.12307895205598118
0.08080808080808081,0.13939627318612458
0.09090909090909091,0.15523145172614652
0.10101010101010102,0.1705388512646541
0.11111111111111112,0.18527769492818996
0.12121212121212122,0.19941244129736185
0.13131313131313133,0.2129131122266062
0.14141414141414144,0.2257555695426534
0.15151515151515152,0.23792173806307354
0.16161616161616163,0.24939977286600312
0.17171717171717174,0.26018416925084786
0.18181818181818182,0.2702758143527904
0.19191919191919193,0.2796819799065557
0.20202020202020204,0.2884162561922612
0.21212121212121213,0.29649842773341784
0.22222222222222224,0.3039542918493632
0.23232323232323235,0.310815421686768
0.24242424242424243,0.3171188758626045
0.25252525252525254,0.3229068573394837
0.26262626262626265,0.3282263246191126
0.27272727272727276,0.333128558776564
0.2828282828282829,0.3376686902631061
0.29292929292929293,0.3419051897748233
0.30303030303030304,0.34589932781480237
0.31313131313131315,0.3497146078652461
0.32323232323232326,0.35341617832987227
0.33333333333333337,0.35707022860413457
0.3434343434343435,0.36074337477934865
0.3535353535353536,0.364502040585365
0.36363636363636365,0.3684118392240812
0.37373737373737376,0.3725369617423817
0.38383838383838387,0.37693957753804846
0.393939393939394,0.3816792524862822
0.4040404040404041,0.3868123900186489
0.4141414141414142,0.3923917002819236
0.42424242424242425,0.3984657022532686
0.43434343434343436,0.4050782633927237
0.4444444444444445,0.41226818107675833
0.4545454545454546,0.4200688096806878
0.4646464646464647,0.4285077367664734
0.4747474747474748,0.43760651138953477
0.48484848484848486,0.4473804270676946
0.494949494949495,0.45783836146151385
0.5050505050505051,0.4689826743025157
0.5151515151515152,0.4808091645787935
0.5252525252525253,0.49330708745100255
0.5353535353535354,0.5064592308306228
0.5454545454545455,0.5202420510115341
0.5555555555555556,0.5346258662102771
0.5656565656565657,0.549575106344735
0.5757575757575758,0.5650486168701115
0.5858585858585859,0.5810000139996607
0.595959595959596,0.5973780881700673
0.6060606060606061,0.6141272521719529
0.6161616161616162,0.6311880299586624
0.6262626262626263,0.6484975817749764
0.6363636363636365,0.6659902609150717
0.6464646464646465,0.6835981971289324
0.6565656565656566,0.7012519014511498
0.6666666666666667,0.718880887027859
0.6767676767676768,0.7364143003682752
0.686868686868687,0.7537815573482665
0.696969696969697,0.7709129782455472
0.7070707070707072,0.7877404160898671
0.7171717171717172,0.8041978726669591
0.7272727272727273,0.820222096621546
0.7373737373737375,0.8357531582614199
0.7474747474747475,0.8507349958701171
0.7575757575757577,0.8651159285881753
0.7676767676767677,0.878849131220093
0.7777777777777778,0.8918930666632844
0.787878787878788,0.9042118720334373
0.797979797979798,0.915775694974383
0.8080808080808082,0.9265609770861126
0.8181818181818182,0.9365506818779313
0.8282828282828284,0.9457344651506681
0.8383838383838385,0.9541087862278518
0.8484848484848485,0.9616769589862065
0.8585858585858587,0.9684491421758941
0.8686868686868687,0.9744422690657907
0.8787878787878789,0.9796799169938077
0.888888888888889,0.9841921179419257
0.8989898989898991,0.9880151117853617
0.9090909090909092,0.9911910443803288
0.9191919191919192,0.993767613150536
0.9292929292929294,0.9957976633044457
0.9393939393939394,0.9973387382590868
0.9494949494949496,0.9984525882579111
0.9595959595959597,0.9992046415460725
0.9696969696969697,0.9996634428031888
0.9797979797979799,0.9999000638280934
0.98989898989899,0.9999874917196384
1.0,1.0
