x,varphi_1
0.0,0.0
0.010101010101010102,1.2902942906468581e-05
0.020202020202020204,0.0001030861971570464
0.030303030303030304,0.0003471476941833175
0.04040404040404041,0.0008203267544142356
0.05050505050505051,0.0015958400982309454
0.06060606060606061,0.002744236081492303
0.07070707070707072,0.004332772973365345
0.08080808080808081,0.00642482687680003
0.09090909090909091,0.009079334623957033
0.10101010101010102,0.012350276662656187
0.11111111111111112,0.01628620458832568
0.12121212121212122,0.02092981757226714
0.13131313131313133,0.02631759149496732
0.14141414141414144,0.03247946411667983
0.15151515151515152,0.0394385791108858
0.16161616161616163,0.047211091254103804
0.17171717171717174,0.0558060345126736
0.18181818181818182,0.0652252541985877
0.19191919191919193,0.07546340378733482
0.20202020202020204,0.08650800640629122
0.21212121212121213,0.09833958041773683
0.22222222222222224,0.11093182794137432
0.23232323232323235,0.12425188459252728
0.24242424242424243,0.13826062815914114
0.25252525252525254,0.15291304340830292
0.26262626262626265,0.16815863970605802
0.27272727272727276,0.1839419176574149
0.2828282828282829,0.20020288053090846
0.29292929292929293,0.216877585827941
0.30303030303030304,0.23389873199499403
0.31313131313131315,0.25119627495997354
0.32323232323232326,0.26869806890529024
0.33333333333333337,0.28633052547220084
0.3434343434343435,0.30401928542542517
0.3535353535353536,0.3216898966956018
0.36363636363636365,0.33926849266074743
0.37373737373737376,0.35668246452706187
0.38383838383838387,0.3738611217241607
0.393939393939394,0.39073633433963634
0.4040404040404041,0.40724315178173104
0.4141414141414142,0.42332039207537664
0.42424242424242425,0.4389111964639483
0.43434343434343436,0.4539635443043654
0.4444444444444445,0.46843072360380017
0.4545454545454546,0.4822717529489563
0.4646464646464647,0.4954517510199942
0.4747474747474748,0.507942250356724
0.48484848484848486,0.5197214525503447
0.494949494949495,0.5307744225651977
0.5050505050505051,0.5410932204469134
0.5151515151515152,0.550676969240966
0.5252525252525253,0.5595318585238588
0.5353535353535354,0.5676710835327251
0.5454545454545455,0.5751147204627355
0.5555555555555556,0.5818895390800901
0.5656565656565657,0.5880287543662954
0.5757575757575758,0.5935717194617258
0.5858585858585859,0.5985635627081802
0.595959595959596,0.603054772096407
0.6060606060606061,0.6071007309008445
0.6161616161616162,0.6107612087257666
0.6262626262626263,0.6140998125906479
0.6363636363636365,0.6171834030442156
0.6464646464646465,0.6200814806130548
0.6565656565656566,0.6228655481589354
0.6666666666666667,0.625608454936776
0.6767676767676768,0.6283837283104181
0.686868686868687,0.6312648991946286
0.696969696969697,0.6343248273479991
0.7070707070707072,0.6376350326421443
0.7171717171717172,0.6412650383778241
0.7272727272727273,0.6452817326088262
0.7373737373737375,0.6497487532706372
0.7474747474747475,0.6547259026946002
0.7575757575757577,0.660268596821354
0.7676767676767677,0.6664273541123106
0.7777777777777778,0.6732473287975999
0.787878787878788,0.6807678926965592
0.797979797979798,0.6890222694061344
0.8080808080808082,0.6980372241774566
0.8181818181818182,0.7078328122957074
0.8282828282828284,0.7184221882477237
0.8383838383838385,0.7298114774104686
0.8484848484848485,0.7419997114264753
0.8585858585858587,0.7549788278548185
0.8686868686868687,0.7687337341032917
0.8787878787878789,0.7832424350645832
0.888888888888889,0.7984762233015945
0.8989898989898991,0.8143999300599037
0.9090909090909092,0.8309722348338471
0.9191919191919192,0.8481460306818088
0.9292929292929294,0.8658688419808444
0.9393939393939394,0.8840832908353318
0.9494949494949496,0.9027276079132379
0.9595959595959597,0.9217361830807891
0.9696969696969697,0.9410401508455384
0.9797979797979799,0.9605680053022378
0.98989898989899,0.9802462390084635
1.0,1.0
