depth,L2_distance
1,1.0876727866799683
2,0.5905758639024246
3,0.2541948930081886
4,0.2296377083459536
5,0.18698845056127286
6,0.15907737659096338
7,0.1481916755808732
8,0.13833091263936464
9,0.12961773837163976
10,0.12430004190244884
