depth,L2_distance
1,1.1000532693082596
2,0.6140444517819614
3,0.31588144094123466
4,0.2435948320620035
5,0.17252329563745383
6,0.17512661301994806
7,0.14283975931463147
8,0.1629621345857388
9,0.13124285379520143
10,0.13625871658631375
