depth,L2_distance
1,2.6529477284460827
2,0.4181842213879733
3,0.3050535648027806
4,0.2146706291263895
5,0.21111227372648667
6,0.1744389670087924
7,0.17209269309114944
8,0.13877731016447886
9,0.18383954363780902
10,0.12939252009137867
