depth,L2_distance
1,1.4890302380475555
2,0.7286432904986865
3,0.36301183019012534
4,0.285990171034887
5,0.2440562454785742
6,0.176477592328123
7,0.20521214250535125
8,0.15300705989994812
9,0.1877823858475565
10,0.14664717138773062
