depth,L2_distance
1,1.421251299869401
2,0.6393157862192664
3,0.27638248888606026
4,0.2677235985909545
5,0.2255311295751482
6,0.2007031995542984
7,0.1783634698097996
8,0.182550183240583
9,0.14608351858741717
10,0.14822705994673738
