depth,L2_distance
1,1.1096005420229988
2,0.5966869425962438
3,0.26842210623369417
4,0.23224194114978366
5,0.19552357288729708
6,0.16825355285758706
7,0.14066333065400075
8,0.13680951086508
9,0.13741928782366467
10,0.11707735576565356
