depth,L2_distance
1,1.1849099030839636
2,0.7239902346502732
3,0.35186042103169585
4,0.25613778929955605
5,0.21050015794465426
6,0.18683892341054428
7,0.17443095891101382
8,0.15096342503817822
9,0.1429238631297731
10,0.12576034744402703
