depth,L2_distance
1,0.6580016911641641
2,0.36499664320756403
3,0.2099976616220754
4,0.16884929755830314
5,0.1407900325411207
6,0.12482782012439732
7,0.11230659942549873
8,0.10617576949695384
9,0.10587191367070227
10,0.10587191367070227
