depth,L2_distance
1,0.6890559119970251
2,0.35795585454174617
3,0.21272457767129183
4,0.1714130310267157
5,0.1414658961639274
6,0.1280382581832874
7,0.11995118706701989
8,0.11261138441793273
9,0.10827332504964407
10,0.10915371020760163
