depth,L2_distance
1,1.806649828264896
2,0.214442808070592
3,0.09318113827175484
4,0.07772492380051953
5,0.051974950623517105
6,0.050853787599110176
7,0.04278093542385627
8,0.03989523854452224
9,0.03985376689407903
10,0.04340313664951511
