depth,L2_distance
1,0.8826147209662167
2,0.38099358042501485
3,0.21858785124234592
4,0.17596314905183866
5,0.13986623669469023
6,0.1283811434779364
7,0.11999460142492703
8,0.11254312852954661
9,0.1053914500783981
10,0.1053914500783981
