depth,mean_time
1,2.07748015721639
2,3.015507459640503
3,5.735249704784817
4,8.68100282880995
5,14.789503733317057
6,18.106017880969578
7,28.066231144799126
8,35.66683575842116
9,47.35742322603861
10,55.82662063174777
