depth,L2_distance
1,1.2701289648492504
2,0.1931738287782775
3,0.08647320366118572
4,0.07528758844302971
5,0.048132577561716475
6,0.04468304089245182
7,0.042553147568516816
8,0.04306822935515003
9,0.0444950588532803
10,0.04400307390961963
