depth,L2_distance
1,0.632378351678145
2,0.2546813018937519
3,0.0952367108902241
4,0.08325860060299647
5,0.05791893430743726
6,0.05597911115454098
7,0.04992480932627383
8,0.0528236887861944
9,0.05427105603164804
10,0.05537940390430696
