depth,L2_distance
1,0.8476111423177161
2,0.3340092575555408
3,0.13539763455779627
4,0.1096927094459391
5,0.08598221334719433
6,0.08122850425494216
7,0.08206355363130025
8,0.0801487384124048
9,0.07667282184318823
10,0.07792568539577781
