x,g0,g1,g2
0.0,0.0,0.0,0.0
0.010101010101010102,0.0012626262626262627,0.001122334455667789,0.001122334455667789
0.020202020202020204,0.0025252525252525255,0.002244668911335578,0.002244668911335578
0.030303030303030304,0.003787878787878788,0.0033670033670033673,0.0033670033670033673
0.04040404040404041,0.005050505050505051,0.004489337822671156,0.004489337822671156
0.05050505050505051,0.006313131313131314,0.005611672278338946,0.005611672278338946
0.06060606060606061,0.007575757575757576,0.006734006734006735,0.006734006734006735
0.07070707070707072,0.00883838383838384,0.007856341189674525,0.007856341189674525
0.08080808080808081,0.010101010101010102,0.008978675645342313,0.008978675645342313
0.09090909090909091,0.01346801346801347,0.010101010101010102,0.010101010101010102
0.10101010101010102,0.01683501683501684,0.014141414141414146,0.013468013468013473
0.11111111111111112,0.02020202020202021,0.018181818181818184,0.016835016835016838
0.12121212121212122,0.025252525252525256,0.022222222222222227,0.020202020202020204
0.13131313131313133,0.030303030303030304,0.026262626262626265,0.025252525252525262
0.14141414141414144,0.03787878787878789,0.030303030303030325,0.030303030303030325
0.15151515151515152,0.045454545454545456,0.038383838383838395,0.03787878787878789
0.16161616161616163,0.05303030303030304,0.046464646464646486,0.04545454545454546
0.17171717171717174,0.06060606060606064,0.05454545454545457,0.053030303030303046
0.18181818181818182,0.07215007215007216,0.06262626262626264,0.06060606060606061
0.19191919191919193,0.08369408369408371,0.07070707070707073,0.0735930735930736
0.20202020202020204,0.09523809523809526,0.08333333333333337,0.0865800865800866
0.21212121212121213,0.10678210678210678,0.09595959595959598,0.09956709956709957
0.22222222222222224,0.11832611832611833,0.10858585858585862,0.11255411255411257
0.23232323232323235,0.12987012987012989,0.12121212121212126,0.12554112554112556
0.24242424242424243,0.1414141414141414,0.13636363636363635,0.13852813852813853
0.25252525252525254,0.15656565656565657,0.15151515151515152,0.15151515151515152
0.26262626262626265,0.1717171717171717,0.1676767676767677,0.1676767676767677
0.27272727272727276,0.1878787878787879,0.18383838383838388,0.18383838383838388
0.2828282828282829,0.20404040404040408,0.20000000000000007,0.20000000000000007
0.29292929292929293,0.22020202020202018,0.21616161616161614,0.21616161616161614
0.30303030303030304,0.23636363636363636,0.23232323232323232,0.23232323232323232
0.31313131313131315,0.25252525252525254,0.2505050505050505,0.25
0.32323232323232326,0.2702020202020202,0.26868686868686875,0.26767676767676774
0.33333333333333337,0.28787878787878796,0.28686868686868694,0.2853535353535354
0.3434343434343435,0.30555555555555564,0.3050505050505051,0.30303030303030315
0.3535353535353536,0.32323232323232337,0.32323232323232337,0.32070707070707083
0.36363636363636365,0.34090909090909094,0.34006734006734013,0.33838383838383845
0.37373737373737376,0.3585858585858586,0.356902356902357,0.35606060606060613
0.38383838383838387,0.3762626262626263,0.37373737373737387,0.37373737373737387
0.393939393939394,0.39393939393939403,0.38989898989899,0.38989898989899
0.4040404040404041,0.4101010101010102,0.4060606060606062,0.4060606060606062
0.4141414141414142,0.4262626262626264,0.42222222222222233,0.42222222222222233
0.42424242424242425,0.4424242424242425,0.4383838383838384,0.4383838383838384
0.43434343434343436,0.45858585858585865,0.45454545454545453,0.45454545454545453
0.4444444444444445,0.4747474747474748,0.4696969696969697,0.4675324675324675
0.4545454545454546,0.4865319865319866,0.4848484848484849,0.4805194805194805
0.4646464646464647,0.4983164983164984,0.49696969696969706,0.4935064935064935
0.4747474747474748,0.5101010101010102,0.5090909090909091,0.5064935064935066
0.48484848484848486,0.5218855218855218,0.5212121212121212,0.5194805194805194
0.494949494949495,0.5336700336700336,0.5333333333333333,0.5324675324675324
0.5050505050505051,0.5454545454545454,0.5454545454545454,0.5454545454545454
0.5151515151515152,0.5535353535353535,0.5526695526695526,0.5526695526695526
0.5252525252525253,0.5616161616161616,0.5598845598845599,0.5598845598845599
0.5353535353535354,0.5696969696969697,0.567099567099567,0.567099567099567
0.5454545454545455,0.5777777777777778,0.5743145743145743,0.5743145743145743
0.5555555555555556,0.5858585858585859,0.5815295815295815,0.5815295815295815
0.5656565656565657,0.5909090909090909,0.5887445887445887,0.5887445887445887
0.5757575757575758,0.5959595959595959,0.5959595959595959,0.5959595959595959
0.5858585858585859,0.6,0.601010101010101,0.6
0.595959595959596,0.604040404040404,0.6060606060606061,0.604040404040404
0.6060606060606061,0.608080808080808,0.6090909090909091,0.608080808080808
0.6161616161616162,0.6121212121212121,0.6121212121212122,0.6121212121212121
0.6262626262626263,0.6161616161616161,0.6151515151515152,0.6161616161616161
0.6363636363636365,0.6190476190476191,0.6181818181818182,0.6190476190476191
0.6464646464646465,0.6219336219336219,0.6212121212121212,0.6219336219336219
0.6565656565656566,0.6248196248196248,0.6242424242424243,0.6248196248196248
0.6666666666666667,0.6277056277056277,0.6272727272727273,0.6277056277056277
0.6767676767676768,0.6305916305916306,0.6303030303030303,0.6305916305916306
0.686868686868687,0.6334776334776335,0.6333333333333333,0.6334776334776335
0.696969696969697,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.7070707070707072,0.6397306397306398,0.6406926406926408,0.6397306397306398
0.7171717171717172,0.6430976430976432,0.645021645021645,0.6430976430976432
0.7272727272727273,0.6464646464646465,0.6493506493506493,0.6464646464646465
0.7373737373737375,0.6515151515151516,0.6536796536796536,0.6515151515151516
0.7474747474747475,0.6565656565656566,0.658008658008658,0.6565656565656566
0.7575757575757577,0.6616161616161617,0.6623376623376623,0.6616161616161617
0.7676767676767677,0.6666666666666667,0.6666666666666667,0.6666666666666667
0.7777777777777778,0.6747474747474748,0.6747474747474748,0.6747474747474748
0.787878787878788,0.6828282828282829,0.6828282828282829,0.6828282828282829
0.797979797979798,0.6909090909090909,0.6909090909090909,0.6909090909090909
0.8080808080808082,0.698989898989899,0.698989898989899,0.698989898989899
0.8181818181818182,0.7070707070707071,0.7070707070707071,0.7070707070707071
0.8282828282828284,0.7191919191919193,0.7191919191919193,0.7191919191919193
0.8383838383838385,0.7313131313131314,0.7313131313131314,0.7313131313131314
0.8484848484848485,0.7434343434343433,0.7434343434343433,0.7434343434343433
0.8585858585858587,0.7555555555555555,0.7555555555555555,0.7555555555555555
0.8686868686868687,0.7676767676767676,0.7676767676767676,0.7676767676767676
0.8787878787878789,0.782828282828283,0.782828282828283,0.7838383838383839
0.888888888888889,0.7979797979797982,0.7979797979797982,0.8
0.8989898989898991,0.8148148148148151,0.815656565656566,0.8161616161616163
0.9090909090909092,0.8316498316498318,0.8333333333333336,0.8323232323232324
0.9191919191919192,0.8484848484848485,0.8510101010101011,0.8484848484848485
0.9292929292929294,0.8666666666666668,0.868686868686869,0.8666666666666668
0.9393939393939394,0.8848484848484849,0.886868686868687,0.8848484848484849
0.9494949494949496,0.9030303030303032,0.9050505050505053,0.9030303030303032
0.9595959595959597,0.9212121212121214,0.9232323232323234,0.9212121212121214
0.9696969696969697,0.9393939393939394,0.9414141414141415,0.9393939393939394
0.9797979797979799,0.9595959595959598,0.9595959595959598,0.9595959595959598
0.98989898989899,0.9797979797979798,0.9797979797979798,0.9797979797979798
1.0,1.0,1.0,1.0
