depth,L2_distance
1,1.0278576598887799
2,0.56098151421444
3,0.33756965591906657
4,0.27424286400282866
5,0.2237243072637783
6,0.2061895568315523
7,0.19272812517725937
8,0.18031523017604287
9,0.17368633306321685
10,0.17368633306321685
