depth,L2_distance
1,2.409565574753911
2,0.3674214903854011
3,0.15677721062041491
4,0.13788753709690788
5,0.08669034403279646
6,0.08289550972882696
7,0.06605510609214366
8,0.06721278291438737
9,0.06376899229489065
10,0.06587402169692996
