depth,L2_distance
1,1.394382713273424
2,0.35925720813063305
3,0.1571503098675024
4,0.12777705296980985
5,0.08640174829991111
6,0.08242229336587342
7,0.06739570135693593
8,0.0656063081176913
9,0.06245247751338504
10,0.06462556741467343
