depth,L2_distance
1,1.0278261697136872
2,0.5575340546185985
3,0.2704818281181991
4,0.22448624799060363
5,0.1843406329462855
6,0.16545928981010383
7,0.15351526396558066
8,0.1489130556483725
9,0.14815488655892517
10,0.14560093031628168
