depth,L2_distance
1,1.0034611343613364
2,0.5429357398405171
3,0.2770388777576657
4,0.2251925430444049
5,0.18599229091895114
6,0.16829616176592177
7,0.15027838010050296
8,0.1456976611515394
9,0.14318774260374328
10,0.14318774260374328
