depth,L2_distance
1,1.0308281883313608
2,0.6163043429912852
3,0.3653942648337464
4,0.29645683860351046
5,0.23993522740356443
6,0.21949417199637497
7,0.20585343017188526
8,0.19210017790011752
9,0.18648744508810364
10,0.18648744508810364
