depth,L2_distance
1,1.24551726356049
2,0.5499680863152867
3,0.266900258867573
4,0.21956301189818375
5,0.18264936305298485
6,0.16436383946142277
7,0.15587600792143713
8,0.1478704748383869
9,0.14645329141844446
10,0.14645329141844446
