x,g0,g1,g2
0.0,0.0,0.0,0.0
0.010101010101010102,1.2884806673934294e-05,0.003072129070899828,0.004288509330541157
0.020202020202020204,0.0001030362263016117,0.006296583003367439,0.014196873288018753
0.030303030303030304,0.00034696023549126635,0.006796091427252221,0.021259045426648946
0.04040404040404041,0.0008200351771657304,0.007829386410258569,0.028436377637025115
0.05050505050505051,0.0015956270070386917,0.007829386410258569,0.03285225084033761
0.06060606060606061,0.0027440362860205246,0.007829386410258569,0.03704848891714912
0.07070707070707072,0.004332550728803088,0.007829386410258569,0.03767497738495134
0.08080808080808081,0.006424623931507245,0.008338689584215958,0.03791379891063543
0.09090909090909091,0.009078741043317178,0.009492257569728437,0.03791379891063543
0.10101010101010102,0.01235028590411099,0.011700160714884607,0.03791824016119049
0.11111111111111112,0.016286745159413606,0.015267542418785569,0.03796556509775415
0.12121212121212122,0.020929679202418196,0.02063112528738851,0.03799067113786355
0.13131313131313133,0.026318957579279333,0.026257562643964998,0.03813823511317519
0.14141414141414144,0.03248083901085274,0.032368624182364636,0.03831894193132009
0.15151515151515152,0.03943924973237399,0.03931492775400396,0.04007539313210235
0.16161616161616163,0.047214333826129516,0.0469712942928554,0.04276424952063955
0.17171717171717174,0.05581075320711514,0.055597426285094835,0.04731493476685884
0.18181818181818182,0.06523103326124131,0.06516842763665438,0.05645935332416199
0.19191919191919193,0.07547026145565885,0.07534678056621592,0.07029493629279172
0.20202020202020204,0.08651663055397459,0.08630892593361138,0.08699679509172037
0.21212121212121213,0.09834787457275797,0.09827181203757321,0.1007343247586705
0.22222222222222224,0.11093507995029961,0.11093351968021525,0.11122239431169673
0.23232323232323235,0.12426273303815921,0.12420195181771713,0.1242255250159307
0.24242424242424243,0.13827187743563504,0.13822880555452752,0.1383837483498101
0.25252525252525254,0.15292054222706736,0.15291228795722295,0.1528728589013558
0.26262626262626265,0.16817065478361692,0.16817393551252413,0.16838661775520852
0.27272727272727276,0.18395034571924943,0.18397965701417457,0.1837317432113684
0.2828282828282829,0.2002100142789073,0.20023657994187893,0.20016286700779437
0.29292929292929293,0.21688814153044614,0.21693055395952018,0.21693617184101963
0.30303030303030304,0.2339029513487812,0.23396369297463998,0.23390832903436273
0.31313131313131315,0.2512003966988631,0.2512703070144454,0.2511949100997052
0.32323232323232326,0.2687088333080753,0.2688261499091359,0.26867961801486145
0.33333333333333337,0.2863392694894145,0.28666226211771745,0.28632228239554663
0.3434343434343435,0.3040220269500976,0.30342663164892736,0.3040203453832039
0.3535353535353536,0.3216942747698755,0.32210065907445534,0.3216942087061731
0.36363636363636365,0.33927826013465273,0.3389814148499667,0.3392882702799068
0.37373737373737376,0.3566889145388485,0.3565206078149476,0.3567079968124304
0.38383838383838387,0.3738629994600736,0.3738792008698705,0.37383595776989825
0.393939393939394,0.39073475040237193,0.3906275710009404,0.39071204847292346
0.4040404040404041,0.40723627367790083,0.4071782459966421,0.4072520597373106
0.4141414141414142,0.42331363716635423,0.4232908905518205,0.4234433859370139
0.42424242424242425,0.43890228087176203,0.4388664459636512,0.4388921356294961
0.43434343434343436,0.4539602195432911,0.45395671835891604,0.45399303402515995
0.4444444444444445,0.4684226806529208,0.468425178755638,0.4685078299417812
